A khan a sang ngai	he is very tall
Na caw na khal cang hna maw?	have you brought your cattle home?
Na caw khanh kan bawmh lai	I shall help you bring your cattle home
Rian na ka hmuh khanh	you preceded me in getting a job
Ka pa nih kuak zuk a ka khap	my father forbids me to smoke
Zung an khar tikah kaan tlawng te lai	I will visit you when they close the office
Khau hri cu saram hrennak ah a ṭha	khau rope is good for fettering animals
Khua zei khua dah na si?	what village are you from?
Ruah a sur, khua a ri, trek a tla	the rain is falling, there is thunder and lightning
Ka fa, naa khawng sual maw?	my son, do you hurt yourself?
Kheng na khawlh dih cang hna maw?	have you rinsed the dishes ?
Ti kaa khawlh lai	I am going to take a bath
Nihin cu ka mawtaw ka kholh lai	today I am going to wash my car
Kan i kholh lai	we shall take bath
Lung ah ka ke kaa khawn	I hurt my foot on a stone
A ke a ka khawn hnawh	he thumped his feet on the ground as a challenge to me
Buh kheng hnih a khawn	he finished off two plates of rice
Ni thum khawnh ka hmu	I got a three day leave of absence
Zu khur an co	they are digging a rat's hole
Miṭhalo a si khe lai	he must be a bad person (it has been thought so)
Kheng in rawl kan ei	we eat food in the plate
Fang a kheimi khi ka far a si	the one who winnows the chaff with a bamboo plate is my sister
A nu nih a fa rawl a kheih	the mother feeds her child by after she chewed the food
A khel aa domh	he stands with his arms akimbo (lit. he supports his hips)
A mit a khem	he is totally blind ("his eyes dried up")
A aw aa khenh ngai te	his voice is quite resounding
Khensar zawtnak cu ṭih a nung tuk rih ko	cancer disease is still very dangerous
Ca hnawh nak ah nakhephiat kaa hlan kho hnga maw?	may I please borrow your eraser to wipe out some letters
Zu nih an kua an kher	rats burrow their holes
Nihin cu la ka kher ve lai	today I am goint to spin the yarn too
Ka nu nih thir in la a kher	my mother spins yarn on a spinning wheel
La ka kher lioah hna rak ka hnawh hlah	please do not disturb me while I am spinning the yarn
Kan thlaici an kheo cang	our seedlings are germinating now
Nangmah kher nih na ka zulh lai	you yourself have to accompany me
Ka kong an kherhlai lengmang nain zeihmanh an hmu lo	they inquired about me but they didn't find anything
A lu aa kheuh	he scratches his head
Khi hrai khi ka pe tuah	give me that cup
Bia nan khiah tuan ah a ṭha	it will be good if you make decision soon
Bia nan khiak cang maw?	have you made the decision?
Mah pate cu a khiam ngai	this guy is quite modest
Mi khiam a si	she is a modest person
Na si lo ning in i khiam ter hlah	do not pretend to be modest beyond what you are
Thli a hrang i ka hmur a khing	it's windy that my lips chapped
Caw cu hri in an khih	they tie a cow with a rope
Vok cu a ke in na khit kho hnga maw?	would you be able to tie the pig at its legs?
Kho in rawl kan ei	we eat food in bamboo basket plate
Na kal kho lai maw?	are you able to go?
Mi lung khong a si	he is a hardheaded person
Khoi hi dah na lak lai?	which one of these will you take?
Khoi ka ah dah na kal lai ?	where are you going?/which place are you going?
Khoi, in bawm ning	come on, let me help you
A khuk aa khom	he is a knocked knee person ("his knee is knocked")
A khuk aa khom caah compei bantukin a kal	since his knee is knocked he walked like a duck
Fur ah cun thing khomh a har ko	it's difficult to gather firewood in the rainy season
I khomh kan duh	we want to get together for worship
Rawl ka khop ngai	I am satisfied with food
Laimi cu Khrihfa kan si ngawt dih	almost all the Chins are Christian
Na kuak khu kaa hak	I choked on your cigar's smoke
Nan inn mei a khu tuk	in your house is too much smoke
Na mei kha khut ter lo deuh i zuam tuah	please try not to have your fire smoke too much
Khua a dei	day is breaking
Khua a kik	the weather is cold
Khua a lin	the weather is hot
Khua a sa	the weather is warm
Khua a ṭha	the weather is good (i.e. the weather is dry)
Khua awng a pemh	he is successful ("he pierced through the cosmos hole")
Khua a dei in kan i thawh ṭhan lai	when the day breaks we will start our journey again
Tukum fur cu khua a sik ngai	this year's winter is very cold
Va aukhuang tuk hlah	do not be too loud over there
Ar a khuang	a cock crows
Lung a khuai cuahmah mi khi ka pu a si	the one who is breaking stones over there is my grandfather
Khuaihli nih a ka tlunh i ka cei ko	I am inflicted with boil and it affect me so bad
Khuailul thuhmi hri cu a rop a har	the rope that is painted with yellow bee wax is hard to decay
Khuaiseng cu va rap caah a ṭha	bee wax is good for bird trap
Thla thum chung khua a kheng	there is drought for three months
Khual a si	he is a visitor (i.e. a stranger)
Kan khual a si	he is our guest
Khuanu nih in zohkhenh ko seh	may the village guardian goddess look after you
Khua a pau tikah ngahring kan dawi hna lai	we will go to the river to catch fish when winter comes
Tilu nih lam a khuarh dih	rain currents dug out the road
Mah kong ahcun khua na ruah deuh a hau	you need to be more thoughtful in regard to this matters
Khua a rit taktak ahcun ṭih a nung ngai ve	when it really thundered it is quite dangerous
Khua na tlik lengmang ahcun aan lem lai	if you return to your father's home again and again, you will get addicted to it
Na thil a man a fak tuk	your goods are too expensive
A sam a chah	his hair is thick (i.e. he has a thick hair)
Na thiam a khung tuk	the warps on your loom are too close together
Kik nih a tlaih i a khuh	he got a cold and he coughed
Khuhhring khi chawnh khawh a si maw?	is asthma contagious?
Nu he pa he nan ra dih lai	all of you, either male or female must come
Nan lu khun tuah u	bow your heads please
Hrai kha a khup in chia tuah	please put the cup upside down
Hngakchia nih khuprul an ngeih ahcun an ṭhang kho lo	if children have round worms they do not grow up very well
A bia ki ngaih awk a herh	it's necessary to listen carefully the cutting edge of the words he speaks
Kiam ah caw an riak	the cows stayed overnight at the enclosure near the village
Meh na kiau ah chiti tamtuk na hman lengmang	you always used too much oil when you fried curry
Hi hmun cu hmun king a si cang	this place has now become desolate
Ka ke a kik	my feet are cold
Lam aa kikiau tuk tikah kan ri dih	when the road was too zigzag we all got dizzy
Nan inn nan kinh lai lo	you must not leave your house by itself (i.e., without people living)
Mi kip an hna a tla	every one agrees
Thaikip khi ka chuah ni a si	the day after tomorrow is my birthday
Na puan kha a kiuh in vun tah tuah	please measure your blanket by cubits
A hmai cuar a kor	there are wrinkles in his face ("the skin of his face wrinkles")
Na angki a kor tuk	your shirt is too wrinkled
Tar sinak nih a cuar a kor ter	old age cause his skin to wrinkle
A mit a ku	he is tired and wants to sleep
Ka ha kua kha phih ka duh	I want to have the cavity of my tooth patched
A aw a kua	he has a bass voice ("his voice is deep and hollow")
A aw aa kuat ter chih	he tried very hard pretending that he has a deep voice
Tuan ah ca rak ka kua	send me a letter soon
Ka hrai a kuai	my cup is broken
Na kuaite cu aa dawh ngai	your smoking pipe is quite pretty
A ke aa kual	he is bandy-legged
Laithingrawn ah caw an khal	they are herding the cattle in Laithingrawn
Kuanfang cu kuan in an ser hna	the bullets are made of lead
Kuanthei ka khai	I am chewing beetlenut
Dum kan kulh	we are fencing our garden
Kan dum kulh a ngei lo	our garden has no fence
Na kal ko kun lai ta	if you have to go, you have to go (what else can be done!)
Kum sawm thum ka si cang	I am now thirty years old
A kum khua a sau ko cang	he is living a long life ("his lifespan is very long")
A kun i a ṭhi a char	she stoops and picks up her necklace
An kun a thiang cang	she is now ceremonially clean after her childbirth
A kutneh aa dawh	his handiwork are pretty
An kut an i tlai	they shake their hands
A keng a kul caah tar ah an ruah lengmang	since his back is hunched people usually take him as an old man
Na kiar pah ah rak kan pal pah te mu	please visit us on your way of return
Ruah le ni nih kan thingah an kur ter dih	rain and sun made our lumber to concave
Ka nu nih la a carh	my mother dries cotton in the sun
Rua fung in la an tah	they teased the cotton with a bamboo bow
Tuni cu ka ngaih a chia ngai	I feels lonely today
Rian cu na co hlang lai maw?	are you going to accept the job?
Kan dawtnak zei hmanh nih a thleng lai lo	Nothing's gonna change my for you
Ka kut hri nih a ka lah	a rope bruises my hand
Na kal lai ah ra te	come before you go
Ṭuang lai ah a dir	he stands at the center of the floor
Fu kha a lai in tan	break the sugarcane in the middle
An lai ah a dir	he stands in their midst
An inn cu a lai ngai	your house is quite central (i.e. is at the center of the village)
Biakinn hmun cu a lai lo ahcun a poi deuh	if the location of the church is not central it matters
An aw a lai tuk	their tune is so flat
Kal lang kaw	I am going to go now
Ni kum ah lai a nawn	he committed a murder last year
Lai ninu nih le kir thiam ti lo	as for the the sun, it does not know how to return
Hla a lak ning ka duh ngai	I like the way he pitches the tune
Nan lak i a um lio ah rak daw u	love him while he is still among you
Nan lak in aho dah a ra lai?	who will come from among you
Kan lakah mifir kan um rua ka ti ko	there seems to be a thief among us
Innlak ah lakfa a ngei	he has an illegimate child
A hlan ahcun mi cung ah a rak lal ngai	in the past he used to lord over others
A lalang nih an zulh	he was followed by his retinues
Lampi ah a laam lengmang caah mihrut ah an rel	since he often danced on the main road he was thought of as crazy
Na pu kha laam a rak serh maw?	did they hold a feast of dance for your grandfather
Laar a duh tuk i aa lar ter chih	he is so fond of popularity that he tried to be very popular
Aa dawh ngai nain a hmai ah lat a um	although she is quite pretty she has freckles in her face
Ka lau tuk nak ah kaa hlok	I was so alarmed that I jumped
Ra law kaa lawm hnga	I shall be appreciative if you come
Hrai a lawng	the cup is empty
Tilawng naa cit bal maw?	have you ever travelled by boat?
Tlang cung in thanglawi aw a thang	the sound of a fife comes from a mountain
Inn ka lawi in kaan chawnh te lai	I will call you after I got back home
Ra kan lawm	we cook sulphur beans
A chuah ni a lawmh	he celebrates his birthday
Rul a lawn	a snake crawls
Thilci kan lawr liao ah a ra	he came while we were choosing seeds
Lo diam in a le	he ran away
Lam kan leng	we are taking a walk
Leng an i kah	they are playing the leng seeds
Leng ah a ṭhu ko	he is sitting outside (the house)
Kan lei in kan holh	we speak with our tongues
Lei ah khan ṭhu ko ne uh	you may sit down on the ground
Nang lo cun leicung nun hi ka huam ti lo	I don't want to live in this world without you
Ka palh lo nain lei an ka cawi ter	they made me pay fine although I was not wrong
Vok rawl ka leih	I pour animal feed into the trough for the pigs
Tu kum cu lei ka thuang kho lai lo	as for this year I will not be able to plough the field
Na in lei kan thuan	we ploughed the field with water baffaloes
Hman an i lek	they communicate in Morse codes
Na thing a lek	your board is warping
Mi lel a si	he is a busy body (i.e. he plays alot)
Na lel tuk ahcun mi hna na hnawh hna lai	if you play too much you will bother people
Mi a lem thiam lo	he does not know how to persuade people
Zu din cu mi a lem ngai	drinking is quite addictive
Nga ruh a lemh i a hrom ah a tang	he swallowed a fish bone and it stuck in his throat
Na duh lemlo ahcun ei hlah	if you don't like it that much then don't eat
Kan cawleng chengpalang ah aa let	our cart rolled over on the slope
Ka ca tuan ah ka let mu!	please answer my letter soon!
Hakha le Thantlang aa let lengmang	he goes back and forth between Hakha and Thantlang
Ti leuh na thiam maw?	do you know how to swim?
Kan tual ah ti aa dil ul ko	water collects into a pool in our courtyard
Sakhi te tlang in a liam	a small deer disappeared from the mountain top
Tiva a liam hlan ah i ralring cia u!	please be prepared before the river overflow!
Ka pa nih a kan liam tak cang	my father died leaving us behind
Tlang liam ah khin kan kal lai	we shall go beyond the hill
Tiva te zong a lian kho ve ko	a small stream also can overflow
A ruum deuh tikah aa uah deuh ve	as he became richer he also became cockier
Ti kaa liau kho lo	I cannot swim
Ti naa liau kho maw?	can you swim in the water?
Ti kaa liau lioah rul ka hmuh	I saw a snake while I was swimming
A chan ling ah a thi	he died at the prime of his life
Lih na chim lai lo	thou shalt not lie/speak a lie
A hmur a lih caah nihsawh a tong tawn	people sometimes jeered at him because his lip curled up
Lih a chim bal lomi an um hnga maw?	is there ever any person who never speak lies?
Ti nih an lei a lik dih	water covers all their fields
Rian a ṭuan tikah aa liklak ngai	he is very energetic when he works
Na rian na lim cang maw?	have you completed your task?
Ka rian ka lim cang	I have finished my work
Ni a lin	the sun is hot
A hmur a lip	his lip curls up
A ril i a khuk a lip	he fell and his knee got abraded
Na lo na vat dih cang maw?	have you finished clearing the jungle for your field?
Nihin cu lo ah ka kal lai	today I am going to go to the field
Hai ka lawh lioah hngerhte nih a ka seh	the ants bit me while I was picking mangoes
Ka duh lo	I donot like it
Innlo in um khawh a si ko	it is possible to live without house
A or ah a cuk	it pecks at his throat
Hrompuar a ngei	he has goiter
A uifa a lom tuk caah an i cuh dih	since their small dog is so cute (young and plump) so many people compete to get it
Pa Ling nih Pa Sai cu tlik ah a lonh	Pa Ling superceded Pa Sai in running
A lor tuk caah ahohmanh nih an rem lo	since he is so free and spoiled no one likes him
Nikhat ah tangka zakhat a hlawh	he earns one hundred dollar a day
Nikhat ah na hlawh zeizat dah a si?	how much is your wage per day?
Ka luchin hi nangmah nih hlawi tuah	please try out my hat!
Na angki leng ka hlawi tuah lai	let me try your coat
Nauhlawmtu nih hngakchia chuahka kha a hlawm	a midwife delivers a baby
Hlawn tampi a ngei	she has plenty of ornaments
Ahohmanh na hleng hna lai lo	you should not deceive any body
A fim hlei ah aa zuam fawn	he is intelligent in addition to being hardworking
An velh chin hnu zongah a rim hlei lo	he still does not regret after they beat him up
Pumpululh chuih ah hlen a thiam bak	he is very good at dodging in soccer
Facang nan hlep dih cang maw?	have you reaped the paddy yet?
Van ah phaisa a hlerh hna	he tosses up coins in the air
Zunghnam cu a hlet in a chuak	a rat escapes from its escape hole
A kal hnga maw kal lo aa fiang rih lo	he is not clear if he is going or not (i.e., it is not clear if he is going or not)
A kut aa hliam	he injures his hand
Lampi ah hliamkhuai an tong	they met an accident on the way
Na sa hliamhmi na dawi ṭhan tikah i ralring	be dilegent when you follow the wounded animal
Ramlak ah hling tampi an um	here are many thorns in the jungle
Nungak hni na hlim bel maw?	have you ever rolled up a lady skirt?
Thingthu kha van paih tuah	please put the wood in the fire
A tangka a hloh manh dih ko	he spent all his money in no time
Ram dawt ruang ah a lu a hloh	he lost his life for the love of his country
Na ka hloh ko!	you defeat me totally !
Kaa hlok lengmang nain ka phan deuh lo	I jumped and jumped yet I could not reach it
Ka nam-hlok ah rua ka hman	I use bamboo as the handle for my sword
Na hluah a bilh tuk cang	your pitsaw is too dull now
Tangka a hluaimi na hngal hna maw?	do you know anybody who transfer money?
Bengh in tangka thoh ding kha amah ka hluai	I authlorize him to draw money from the bank
Cauk kha kei mah a ka hluai	he handed over the book to me
Vanpang kua ah a kutdong a hluh	he puts his finger in the hole of the wall
A cacawn a hluhchuah ngai ko	he is quite successful in his education
Jesuh nih changreu hlumkhat kha a lak i a cheu	Jesus took one round piece of bread and broke it into pieces
Nihin cu ṭhaiṭholh ka ṭholh lai	today I am going make catapult pellets
Tlak in ṭhaiṭholh a ṭholh hna	he makes catapult pellets (balls) with mud
Tukar hrawng inn na hlum maw?	have you been staying at home these days?
Tuanbia hlun a thei ngai	he knows a lot of ancient stories
Thilhlun dawr pakhat ka hmuh	I saw an antique shop
A kut ah hma pakhat a um	there is an abra sion in my hand
A kut ah hmape a um	there is a scar in his hand
Ka lohma ka lim	I completed the task I set for myself in weeding his field
Hman tein bia a chim caah ka zumh	I trust him because he speaks truthfully
Na chimmi kha a hmaan	what you said was true
Catial tikah rannak nakin hmaannak hi a biapi deuh	in writing, accuracy is more important than speed
Catialnak ah namtong kan hmang lo	we donot use knife for writing
Kuakzuk hmang hi a ṭha lo	having to smoke as a habits is not good
Kan hmai ah rak kal chung	go ahead in front of us
Mi le hmaifa tenh khawh lonak a um lo	there is no place where man or bed bug cannot squeeze in
Upa cu na hmaizah hna lai	you should respect the old
Midang biaknak zong hmaizahnak na pek hna lai	you should give respect to other religions as well
Khualtlawnnak ah mawtaw kan hman	we use cars for travelling
Mihlen a hman caah a hohmanhnih an zum ti lo	because he lies (i.e. be in the habit of lying), no one believe him anymore
Khual na tlawn hmanh na ka chim lo	you did not even tell us that you travelled
Cacawn cu duh hmanh hlah sehlaw na cawnter lai	even if he does not like to go to school you should let him get education
Thi hmanhsehlaw a nung ṭhan lai	even if he died he would live again
Hi ka leiah van zoh ta hmanh	please look at this side for a minute
Thaizing cu Indiana ka tlawng lai	I will travel to Indiana tomorrow
Hmaan na kan thlakpi manh lai maw?	will you have time to take pciture with us ?
A hmanungbik cu si ka duh lo	I don't want to be the last
A hmasa kha nanmah hi nan si	you were the ones who were here first
Amah cu zeizong ah a hmasa bik lengmang a si	he is first in every thing
A hmaw i bialo le bialo a chim	he was talking nonesense in sleep
Khi hmawng a ṭhiammi ahkhin ka pu aa tel ve	among the ones who cleared that forest, my grandfather was one of them
Hmawng ṭhiam cu a rak har ngai ko lai	to clear the virgin forest for the first time will be very difficult
Changreu kha hmawh na duh ah cun hmot tuah	if you want to break bread into pieces, you may do so
Lungtekep kha na ka in hmawm hna hlah	donot put the pebbles in your mouth
Na thlam cu a hme ngai hi ta	your field hut is pretty small, hah!
Hngakchia hme a si	she is a small child
Saveh hmete pakhat a zuat	he keeps a very small rabbit
Arti cu na hmeh ahcun a kuai lai	if you squeeze the egg it will break
Ka keng ka hmet tuah	please massage my back
Ka hmet lioah muthla ka rak ṭih	when I was small, I was afraid of ghost
Ka hmet lioah cun thilrit ka phur kho lo	when I was small I could not carry heavy load
A nupi nih a thihtak i a hmei	his wife died and he is now living alone
Raifanh nih a ka hmel	malaria seems to get hold of me
A hngawng ah hmelchunh a um	there is an identification mark on his neck
Na pum ah nangmah hmelchunhnak ding a um maw?	is there anything on your body for identifying you or for your identification?
Kal na duh maw? Duh hmeteh!	do you want to go? of course
Mah hna nupa cu an i hmetngan tuk	that couple's sizes are inproportionate (i.e. one is too big and another is too small)
Zeitluk na hmetlianh kan in thei lo	we do not know your size
Buh a hmin cang	rice is now well cooked
Thingthei cu an hmin hlan ahcun an kha	fruits taste bitter before they got ripe
Buh a hmin dih in rawl kan ei lai	after the rice is well cooked we will eat
Arsa ka hminh kho rih lo	I cannot have the chicken meat well-cooked yet
Mei kha hei hmit tuah	please extinguish the fire
Kan ral nih kan ci in hmih an kan duh	our enemies wanted to exterminte our race
Na hlawh na hmu cang maw?	have you seen your earning yet?
Na phaisa kuatmi ka hmu rih lo	I have not yet received the money you sent
Sakhi hmuahchih in a kah i a nganh	he shot a barking deer at point blank range but missed it
 A bia hmual a ngei	his word has power
Mah pa khi mi ei hmuar a hmang, i ralring!	that man exploits people, be careful!
Nikhat ah tangka ka hmuh	I earn ten dollar a day
Hmuhnak mit a ngei mi nih cun hmu hna seh	let those who have seeing eyes see
Phaisa na hmuhnak ca kha rak ka kua te	please send me the receipt for the money
Lam ka hmuhsak tuah	please show me the way
Na thiamnak cu kan hmuhsak tuah	please demonstrate to us your skill
Na meh chuanmi a hmui tuk	your cooking smells good
Zihmui cu a hmui caah zihmui an ti	perfume is called perfume because it is fragrant
Lai tlangval cheukhat cu an ṭang ah hmul an ngei	some Chin youngsters have hair in their chest
Na lung a hmunh ahcun na nung lai	if you remain stable you will live
Hmunkhat ah an kal	they go together
Hmunphiah thar nih thiang deuh in a phiah	a new broom sweeps cleaner
Hmunphiaktu a si	he is a sweeper
Na hmur aa dawh tuk	your lips are so pretty
Vate paoh nih hmur an ngei dih	all the birds have beak
A hmurka a ṭha	she is a pleasant person of good conversation
Mi hmurka ṭha a si	he/she is a nice person to talk with
Na hmur sau hlah	don't you be nosy
Kan hnakhaw in khua kan theih	we hear with our ears
Ti hna ah cun ti a tampi ko	there is plenty of water at the source
Sianghngakchia hna ca an cawng	students are attending school
Ka rian ah ka hnabei a dong	I am hopeless in my job
Na hnabei dongh a fawi tuk	you become hopeless too ea sily
Caminpuai ka awng lai tiah ka hnabei a sei	I am hopeful that I shall pass the exam
Na ra ṭhan lai tiah hnabeiseinak tampi kan ngei	we have a great hope that you will come back
Hnacheh na duh ahcun a leng ah na chuak lai	if you want to make noise, you should go outside
Na hnachehnak zei can dah a si cang?	how long has it been your deafness?
A hna pakhat a chet	he is deaf in one ear
Hna chet hlah	do not make noise ("don't be noisy")
Puai an tuahnak hmun cu hna an chet taktak	the place where they have festivals is very noisy
Ka rian ah ka hna a ngam ko	I feel secure in my job
KawiCeu cu mi hnangam a si	KawiCeu is an easy-going man
Hnangam in um ko u, nan lungre thei hlah u	have peace of mind, do not be anxious/worrying
Na bia nih ka hna a ka ngam ter	your words comfort me
Hnangam tertu a phan cang	the comforter has come
Bia lawng nih kan hna a kan ngamh kho lo	words alone cannot console us; words alone cannot give us comfort
Fur ah thing nih hnah tampi an ngei	trees have many leaves in rainy season
Hnahcang hnah cu chuncaw fun nak ah a ṭha	wild banana leaves are good for packing lunch
Mi va hnahchuah hna hlah	do not be jealous of others
Hna ka hnawh hlah	do not disturb me
Hnahnawhnak ka pe hlah	do not give me a disturbance
Ka hna a hnok, cucaah rak ka leng tuah	I am disturbed and so please come visit with me
Mi hnahnok a si	he is a troublesome person
A hma ah hnai a um	there is pus in his wound
A hnak kar ah a ka tenh	he has a soft corner for me in his heart ("he keeps me between his ribs")
Na hnakhaw a ngan ngai	your ears are quite big
A hna a chet caah chawnh a har tuk	because he is hard of hearing it is very difficult to talk to him
Ka kaa a hnal	I do not feel like eating ("my mouth is dull")
Hnam hi Laimi nih an rak zumh taktak ko	the Chin used to believe in the art of witches
Ngaknu le tlangval an i hnam	a young woman and a young man are kissing one another
Nu nih a fate a hnamh	a mother kisses her child
Hnamhnak nih dawtnak a langhter	kissing reveals loving kindness
Na hnap cu mi na neh hna lai lo	you shall not stick your snot to others
Hnaphnit hmanh a thiam lo	he is very immature ("he does not even know how to blow his nose")
Laimi tam deuh cu kan hnar a beek	the Chins are mostly of flat nose
Zaan ah a hnar lengmang	he snores at nigh
Sianghngakchia hnarcheu an awng	half of the students passed their exams
Vok ka thah ahcun a hnat kaan hleh lai	I will slice you the solid fat if I killed a pig
Ka rian kaa lim i ka hna a thiang ngai	since I finished my job I am free from hustle
Hnathiang in um ka duh	I want to be in quietness
Na chimmi cu ka hna a tla	I agree to what you said
Na tuahmi hi kan in hna tlaak pi lo	we do not agree with you regarding what you did
Hnatlaknak an tuah	they made an agreement
Na hnar naa hnawh lai	you should wipe your nose
Ke hnawhnak cu innpi luhnak ah chiah a si tawn	foot wiping staff is usually placed at the entrance of the living room
Sa ka hleh mi a ka hnolh	he returns my meat, i.e. he refused to accept my gesture of reconciliation
Ka mit ah hnawm a lut	a dirt gets into my eye
Ka angki a hnawm	my shirt is dirty
Lam naal na kal ahcun i hnawnam hlah	if you go on a slippery road donot be in a hurry
Ka fale, inn nan hnawmh ter dih hi mu!	children, look how dirty you make our home!
A rian aa hnek	he works hard
Pasal ngeih an hneek nain an hne kho lo	they pressured her to get married but they couldnt do it
Na thiam le thiam lo kaan hneksak tuah lai	I am going to test you whether or not you are skilful
Hneksaknak na tei nak nih ṭhawnnak an pek lai	victory over temptation will give you power
A hnem tuk	he is miserly
Hnemh kaa zuam nain ka hnem kho lo	I tried to comfort him but it was of no use
Pathian bia lawng nih a kan hnemh khawh	God's word alone can console us
Amah cu kan nau hniang a si	she is the youngest of us
Tiva kam ah hniang i hrawm u sih	let's have a picnic near a river
Arti pumhnih in va caw tuah	please go buy two eggs
Hi tawhrolh hi i hruk hnik	try this pair of pants
Mei a alh hnik	fire is about to burn
Ka puan ti ah a hnimtu na hngal maw?	do you know the one who dip my blanket into water?
A puan kha ti ah a hnim	he dipped his garment in the water
Uico nih lam a hnimh	a dog sniffs at the road
Thing hniing cu a alh duh lo	green wood (wood which is not dry) cannot burn ea sily
Kan thingram an hnin hi a biapi ngai	it is very important that our environments are green
Thingram an hninhno nak ca ding ah zohkhenh an hau	in order for trees and plants to be green they need to be well taken care of
Thingnge kha hnin tuah	shake the branch of the tree
Thlitu nih kan inn a hnih	the wind shakes our house
A dirhmun a fek lo, aa hnin	his position is not stable, but shaky
Zawng nih thingnge an hnih	monkeys shake the branches
Nan anṭam an hno taktak	your mustard greens are so luxuriant
Ram hno lak ah a ka bawh ter	he makes me lie down in green pasture
Fa hniang a si i aa hnoh	she is the youngest child and she always try to get attention from the parents
Sianginn kai a tlai lai	you will be late for school
A hnubik a chuakmi cu keimah ka si	I was the last to go out
Sianginn kai na ka tlai ter lai	you are going to make me late for school !
Ka hnu ah dir	stand behind me
A kal hnu ah ka ra	I came after he left
Na hnung in kan zulh lai	I shall follow you from behind (i.e. I shall follow you; I shall come after you)
Na hnunglei ka chiit hlah	do not turn your back on us
Na kal hnuhnu cun rak kir ṭhan ti hlah	once you left donot come back at all
A hnuk a bom cang	she has reached the age of puberty
Khan kan hawtnak ah sakhi ka hmuh	I saw a deer where we beat out animals
Nan rawl a hnun ngai	your food is rich and delicious
Vuiho cu a man a sung ngai	ivory is very expensive
Rul nih ho an ngeih	snakes have fang
Na ra hoi	you come again
Aa fak hoi cang lai khih !	he is going to brag again over there !
Keimah lei hoih tuah	turn towards me
Na ka hawi khawh ah cun ka hawi tuah	if you can answer me vocally please do so
Keimah hong ka hoih	look at me ("turn towards me"
Japan holh in a holh kho	he can speak in Japanese/he can speak Japanese
Tamtuk in chim hlah, nan ka holh chiat lai	don't speak of it too much, you might bring bad luck on me
Ra hmanh! meiphu kan hawr ṭi lai	please come! let's get together nearby the open fire
Nitlang a lin tukmi cu va hawr hlah!	don't bask in the sun that is too hot !
Hi tiva cu a hrah a chia	the rapid of this river is very swift
Aa hrahhram ngai i ningzak a si	he is so insistant in getting things for himself that it's a shame
Nan inn hram a fek maw?	is the foundation of your house strong?
Nganfah in a hraam	he groans in pain
Sahrang pakhat a hram kha kan theih	we heard a wild animal groaning
Mizaw kha kan hramh hna lai	we should care the sick
A nu a thi i kan hramh	his mother died and we condoled with him
Hramhram in ka cauk a ka chuih	he took my book by force
Pathian nih van le vawlei hram ser a thok	 God began to create the heaven and earth
Na aw cu a hrang ko ee, ka dua!	your voice, isn't it a little harsh, my friend!
Bia hrang chim hlah	do not speak wild and harsh words
Thlitu a hran caah a kik	it's cold because wind is blowing
Cakei a hran caah saṭil a seh hna	a tiger invaded our village killing many of our domestic animals
Hramhram in ka thil a ka chuh	he took away my things violently
Hakha hrawng ahcun ka rak tlongleng ngai ve	I had been around Hakha and quite familiar with it
Tlangkhua hrawng ahcun ka rak tlongleng ngai ve	I had been around Tlangkhua village and quite familiar with it
Zaanriah kan hrawng hna lai	we are going to have dinner with them
Tiva kan hrawng	we are following the course of the river
Hrawhnak tuah cu a fawi te ko	it is quite easy to do destruction
A meithal thawng nih tlang a hrawh	the boom of his gun echoes through the hills
Judah cu mi hrokhrol a si	Judas is a dishonest person
Cauk kha hrawl ah chia hna	put the books on the shelf
Tawhrolh kaa hrolh	I put on trousers
Ziah na kutdonghrolh cu kehlei kutdong ah naa hrolh?	why do you wear your ring on your lefthand finger?
Rawl kan i hrawm lai	we shall have meal together ("we shall share our meals")
Sakuh kha a kua chung ah an hreng kho lo	they could not corner the porcupine in its hole("they could not fetter the porcupine in its hole")
Na cawpi na hreng maw?	did you tie your cow (and put it in the shed)?
Hreitlung cu thing hau nak ah kan hman	we use ax for cutting trees
Ka min au an hrelh	they missed calling my name
Biafang pakhat hmanh hrelh lo i zuam	try not to miss even one word
Hrelhnak na ton tikah theihthiam naa zuam lai	when you encounter bypassing, you should try to understand
Mi a hremmi khi misual an si	those who persecute others are bad people
Kan rang a hremtu cu Khar Mang a si	Khar Mang is the one who tamed our horse
Nangmah le nangmah i hrem tuk hlah	donot inflict yourself with too much work
Siangpahrang ṭhalo nih an mi an hrem hna	bad kings persecute their people
Thongtla an hrem hna	they torture the prisoners
Kan rangtum kan hrem cang	we have tamed our stalion
Caw hrennak ah hri a ṭha bik	rope is best for tethering cows
Innka kha hrenh	lock up the door
Na fanu cu a hreu ngai	your daughter is quite thin and lean
Mi hreu a si	he is a slender person
Mirangnu tampi nih cun a hreu in hreu an duh	many white women would like to be really really slender
Hreuhnak bia cu chim lo ah a ṭha deuh	it is better not to speak scathing words
Puanhri hngakin thirhri a fek deuh	iron cord is sturdier than cotton cord
Kan lo vawlei a hriat caah thlaikheu an ṭha lo	because our soil at the farm is so thin our sprouts are not good
Hriang thing cu tih awk a ṭha sasai lo	birch wood is not that good for firewoo
Kan inn cu khua hriang ah a um	our house is on the outskirt of the village
Kan inn cu inn hriang a si	Our house is an outlying house
Samthih in ka sam kaa hriah	I comb my hair with a comb
La ka hriah	we comb the thread of the yarn
Hling nih a ke a hriah	thorns scratch his leg
